url,headline,published_date,full_content,extraction_method,error,year,month,source,sub_headline,topics,keyword_count
https://economictimes.indiatimes.com/news/international/us/fifa-club-world-cup-2025-announces-record-125m-prize-as-teams-compete-for-1b-fund/articleshow/119555126.cms,FIFA Club World Cup 2025 announces record $125M prize as teams compete for $1B fund,"27 Mar, 2025, 12:51 AM IST","IANS FIFA has unveiled the financial details for its first-ever 32-team Club World Cup, set to take place in the United States from June 14 to July 13, 2025. The competition promises a total prize fund exceeding $1 billion, which represents the largest financial reward package in football history. The competition offers $125 million as the final prize to the champs, yet every competing squad will receive substantial financial benefits starting at $3.58 million. Massive payouts for participating FIFA 2025 teams Every club competing will receive promised payments through the $525 million prize pool allocated for the competition. The top European team projected to be Real Madrid will bring in $38.19 million in entry fees; however, Auckland City from Oceania will cash in $3.58 million as stipulated by the tournament rules. The entry fee grants every one of the 12 European clubs at least $12.81 million. The clubs competing from South America will get $15.21 million each, while every team from Africa, Asia, and North America, including Inter Miami , will get $9.55 million for their participation. Performance-related prize money totaling $475 million offers groups $2 million after each success in the group stage and determines the final distribution. Achieving the Round of 16 status will make teams win $7.5 million cash, while the MetLife Stadium champion team will obtain the grand total of $40 million. Also Read : Buzz Lightyear’s Space Ranger Spin closing in August 2025; here’s why FIFA finalizes global broadcast deal The confirmation of the prize fund became possible after FIFA reached a major broadcast agreement with DAZN in December 2024. The global rights agreement with DAZN received additional backing through investment support from Saudi Arabia's sports agency, thus creating solid financial support for the tournament. After selecting Saudi Arabia as the host nation for the 2034 FIFA World Cup, FIFA strengthened the global influence of Saudi Arabia in international soccer. Live Events FIFA allocates $250 million through club payments to organizations worldwide that failed to attain entry into the Club World Cup. Despite the lack of information regarding payment details, the program seeks to directly benefit wider segments within football's community. Selection process and tournament structure Among the 32 participating teams of this tournament, we find notable European clubs like Manchester City and Bayern Munich alongside Paris Saint-Germain and Chelsea, who made it by their UEFA Champions League victories or continued excellent results. FIFA’s regulation that only allowed two clubs from each nation gave Salzburg the opportunity to qualify despite being outmatched by Liverpool and Barcelona. Also Read : Elon Musk’s estranged daughter Vivian Wilson trolls his ‘woke mind virus’ comment on TikTok Leon faces an ongoing dispute with FIFA regarding its tournament participation, even though the federation removed them from contention due to their joint ownership with Pachuca, a Mexican club that qualified for participation. The upcoming tournament stands to become the wealthiest and most competitive event in FIFA’s history because there are only a few short months remaining. FAQs: 1. How much will the winning team earn in the 2025 FIFA Club World Cup ? The champion team will take home $40 million, with additional performance-based earnings potentially raising the total to $125 million. 2. How is the prize money distributed among participating teams? Each team is guaranteed a minimum payout, ranging from $3.58 million for Oceania’s representative to $38.19 million for the highest-ranked European club. Additional payments depend on match performance. (",article tag,,2025.0,March,ET,,[],0
https://economictimes.indiatimes.com/news/international/us/grammy-winner-zach-bryan-to-perform-in-huntington-on-august-30-heres-how-to-get-tickets/articleshow/119490318.cms,Grammy winner Zach Bryan to perform in Huntington on August 30; here’s how to get tickets,"25 Mar, 2025, 10:09 PM IST","Grammy award-winning musician Zach Bryan is all set to headline a concert on August 30 at the Joan C. Edwards Stadium , Marshall Athletics has announced. Bryan has now added a visit to Huntington to his upcoming The Quittin’ Time Tour. What to know? As per an official release, the August 30 concert will kickstart at 7 PM ET, with special guest Petey USA opening the event. Tickets for the same can be purchased from online portal AXS, starting from 10 AM on Friday, March 28. Christian Spears, Marshall’s Director of Athletics, shared that it has been a ""goal"" to have Bryan onboard from the beginning as part of the annual Game Plan. Live Events ""We have worked to make Joan C. Edwards Stadium a viable option for a major recording artist. Bringing a concert of this magnitude to our region with an artist like Zach Bryan is super-special,"" WYMT quoted Spears as saying. However, this won't be Bryan's first time at the Joan C. Edwards Stadium. Last year, Bryan remained present during Marshall football’s Homecoming game, wherein he witnessed the Thundering Herd secure a 52-37 win against Appalachian State. For more details about the event, fans can visit the singer's official website. Also Read : NFL Draft 2025: Schedule, draft order, top prospects, and more Zach Bryan's tour The latest announcement adds to the wide list of events that have already been scheduled under Bryan's The Quittin’ Time Tour. Here's a complete list of upcoming concerts by Zach Bryan: April 25 - Stagecoach, Indio, California June 20, 21 and 22 - Phoenix Park, Dublin, Ireland June 28 and 29 - BST Hyde Park, London, UK July 18, 19 and 20 - Metlife Stadium, East Rutherford, New Jersey August 15 - Golden Gate Park, San Francisco, California September 6 - Notre Dame Stadium, Notre Dame, Indiana September 27 - Michigan Stadium, Ann Arbor, Michigan Who is Zach Bryan? Born on April 2, 1996 in Okinawa, Japan, Bryan has released a total of five studio albums, two live albums and 16 singles so far. His first album, DeAnn, came out in 2019, followed by the second -- Elisabeth -- the next year. Also Read : Girl talk: Meghan Markle introduces Confessions of a Female Founder podcast trailer Last year, he introduced his fifth studio album, The Great American Bar Scene. Bryan bagged a Grammy award last year for his song I Remember Everything under the Best Country Duo/Group Performance category. He was also nominated for the Best Country Song honour at the event. Some of his other famous singles include Pink Skies, Something in the Orange, and Sun to Me. FAQs 1. Where to book tickets for Zach Bryan's concert? Fans can book tickets on axs.com. 2. When and where is Zach Bryan scheduled to perform next? He will perform at the Stagecoach in Indio, California on April 25. (",article tag,,2025.0,March,ET,,[],0
https://economictimes.indiatimes.com/news/international/us/jonas-brothers-metlife-concert-2025-all-you-need-to-know-about-date-tickets-and-jonascon/articleshow/119317027.cms,"Jonas Brothers MetLife concert 2025: All you need to know about date, tickets and JonasCon","22 Mar, 2025, 01:10 AM IST","The Jonas Brothers announced their comeback with a 2025 world tour at their New Jersey hometown. The Jonas 20: Living the Dream Tour will commence on August 10 at the MetLife Stadium located in East Rutherford. The band announced the news on Good Morning America during a discussion on their two-decade-long career in the music industry. During the Good Morning America interview, Joe Jonas recalled how the group performed in small clubs after their dad transported them to each show. After twenty years, the band has scheduled their largest tour to date. New album and JonasCon fan event Jonas Brothers announced their upcoming album as well as their new single- Love Me To Heaven . Their new track displays their classic pop music style and might be a new fan favourite. The release date for the new Jonas Brothers album has not been revealed yet. The band also talked about JonasCon, which serves as a 20-year anniversary celebration for the brothers. The day-long event will take place on March 23 at the American Dream Mall in New Jersey. The event will host All-American Rejects and DNCE, along with live shows and fan-interactive displays. JonasCon lets fans experience activities that include a Jonas Brothers-themed museum, in addition to laser tag and mini golf. Also Read : Poland vs Lithuania live streaming: When and where to watch FIFA World Cup 2026 European Qualifier Live Events Nick Jonas heads to Broadway Nick Jonas is working on the tour production while simultaneously creating a mark on Broadway . Nick Jonas appears in The Last Five Years at New York City’s Hudson Theatre. Fans can view the limited-run show till June 22. Priyanka Chopra praised her husband Nick Jonas's performance in The Last Five Years. “I still cannot get over what I saw last night. This show is so special in such incredible ways, and they’re both so talented. Who else has seen the previews yet? Chopra wrote in an Instagram post.” The Last Five Years shows five years of romance through a nonlinear narrative. The musical also stars Tony Award-winning actress Adrienne Warren. Ticket sales and upcoming concerts Tickets for the Jonas Brothers’ MetLife Stadium will be available at sites like VividSeats. No official dates for the ticket sales have been announced. Other than the Jonas Brothers, a large number of significant artists will tour the country in 2025. Several famous acts, from Big Time Rush, Backstreet Boys, Coldplay, New Kids On The Block, and Benson Boone, are planning multiple concert dates throughout America. Also Read : March Madness 2025: Alabama Crimson vs Robert Morris- Prediction, match time, where to watch FAQs: When and where does the Jonas Brothers' 2025 tour start? The tour begins on August 10 at the MetLife Stadium in East Rutherford, New Jersey. 2. What is JonasCon, and when is it happening? JonasCon is a one-day fan event featuring interactive experiences, taking place on March 23 at American Dream Mall in New Jersey. (",article tag,,2025.0,March,ET,,[],0
https://economictimes.indiatimes.com/news/international/us/is-the-us-prepared-to-host-world-cup-2026-here-are-the-challenges-it-could-face/articleshow/118765988.cms,Is the US prepared to host World Cup 2026? Here are the challenges it could face,"06 Mar, 2025, 09:27 PM IST","Reuters Top travel executives are expressing concerns that the United States may face difficulties in organising and hosting the 2026 World Cup unless significant improvements or adjustments are made quickly. World Cup 2026 is set to be co-hosted by the United States, Canada, and Mexico. Mexico City's famous Estadio Azteca will host the opening fixture. The United States' first match scheduled for the following day in Southern California. The tournament, which will see 48 teams participating, will conclude with the final on July 19, 2026 at the MetLife Stadium in New Jersey. Top travel executives' insights into World Cup 2026 US Travel Association president and CEO Geoff Freeman and MGM Resorts International president and CEO William Hornbuckle expressed their worries about whether the US travel system will be ready to manage the large number of foreign travellers expected to visit for the soccer event happening next summer, according to a CNN Sports report. Also Read : Bitcoin’s price soars again; experts suggest it could reach $1 million by year end Live Events World Cup 2026: What problems will the visitors face? The concerns cover a wide range of issues. Long wait times for fan visa approvals could discourage many people from trying to travel to the US for the tournament. Outdated technology and staff shortages might cause significant delays for visitors going through customs upon arrival. There are also concerns that security lines could become so long that they stretch outside airports. Furthermore, the absence of a dedicated interagency task force during the Donald Trump administration means that there has not been a well-coordinated federal response to address these various challenges. The report also cited Freeman stating that although the tournament is still over 15 months away, time is running out to address the list of concerns. Despite this, Geoff Freeman emphasised that he remains hopeful the administration can still take action and correct course to ensure the issues are resolved before the event. He also pointed out that more focus is needed on what it takes to make the event a success. If things continue at the current pace, there will be difficulties, but he believes it’s not too late to invest the necessary resources to tackle these challenges and ensure the tournament is the best World Cup ever. FIFA's plan on making World Cup 2026 a success A FIFA spokesperson told CNN that the organisation is working closely with the US government to ensure the tournament's success. They are confident that the Trump administration will take the necessary steps to make the event run smoothly for fans worldwide. The spokesperson also highlighted that the current administration was in office when the 2026 bid process was successfully completed and had signed the government guarantees involved. Also Read : Russia warns of severe consequences if NATO troops enter Ukraine FIFA continues to collaborate with various US government departments and agencies to ensure that the US can make the most of this rare opportunity, benefiting from billions of dollars in positive financial returns and goodwill, while bringing people from all over the world together to celebrate in the United States. FAQs: Where will the FIFA World Cup 2026 be held? The 2026 FIFA World Cup will be jointly hosted by three countries: the United States, Canada, and Mexico. When will the 2026 FIFA World Cup take place? The 2026 World Cup is scheduled to be held from June to July 2026. Exact dates will be confirmed closer to the event. (",article tag,,2025.0,March,ET,,[],0
https://economictimes.indiatimes.com/news/international/us/zach-bryan-to-perform-at-notre-dame-stadium-on-september-6-calls-it-his-one-of-his-last-shows/articleshow/118718223.cms,"Zach Bryan to perform at Notre Dame Stadium on September 6, calls it his ‘one of his last shows’","05 Mar, 2025, 01:27 AM IST","twitter Zach Bryan , the famous country musician, has revealed the dates for his next shows. The artist is all set to perform on September 6 at the Notre Dame Stadium . This may be one of the last few tour performances for the singer, as he has hinted through his statements. While Bryan has not called his final show, he termed it as “one of the last shows” to be announced. For the gathering, he will be accompanied by comedian Shane Gillis and artist Dermot Kennedy. The Notre Dame Stadium is expected to host a large crowd for the show. It already has a capacity of accommodating 80,000 attendees, and the number might increase for Bryan’s show. As hinted by Bryan, he might soon quit his tours before finishing some of the hit shows. The stadium, located in Indiana, is expecting a huge turnout for the event to listen to folk-leaning country music from the artist. View this post on Instagram A post shared by Zach Bryan (@zachlanebryan) Ticket details for Zach Bryan’s show at Notre Dame Stadium Live Events The show, titled The Fighting Irish, will take place on September 6 in Indiana. The tickets for the event will be up for sale starting March 7, Friday at 10 AM ET for the public. There could be more show line-ups added in the future, depending upon the ticket demand. In case if the tickets sell out before expected end date, the artist may include another venue and show to his schedule. Moreover, as he has announced it as one of his last shows, people might be expected to turn up in large numbers. Also Read : Ukrainian President Volodymyr Zelensky proposes steps for peace, assures US that he wants to end conflict Zach Bryan’s famous hits across his career Born in 1996, Bryan has delivered a number of hits so far, with American Heartbreak being labelled at number five on the Billboard 200. He has also given singles like Something in the Orange, I Remember Everything, and Pink Skies. Another album that peaked on Billboard 200 is The Great American Bar Scene, released in 2024. Zach Bryan’s shows in 2025 Bryan has recently finished The Quittin’ Time Tour, playing at different arenas across North America. Apart from Notre Dame Stadium, Bryan will also be performing at the 2025 Stagecoach music festival in Indio, California. He will also be spotted as a headliner at the 2025 BST Hyde Park Festival London. In June, the singer will deliver shows in Dublin at the Phoenix Park, while his shows are booked for Metlife Stadium in East Rutherford in New Jersey for July 2025. This will be followed by his show at the Golden Gate Park in San Francisco on August 15. FAQs Has Zach Bryan performed at Notre Dame stadium earlier? Yes, Zach Bryan has held shows at the stadium three times earlier. This will be his fourth show at the Notre Dame Stadium, Indiana. Where can one buy tickets for Zach Bryan’s shows? The tickets for the Indiana show can be bought at the ticketmaster.com site or on the mobile app Ticketmaster. (",article tag,,2025.0,March,ET,,[],0
https://economictimes.indiatimes.com/industry/banking/finance/insure/m-pallonji-group-true-norths-sehgal-seek-irdai-nod-for-general-insurance-venture/articleshow/118717430.cms,"M Pallonji Group, True North's Sehgal seek IRDAI nod for general insurance venture","05 Mar, 2025, 12:21 AM IST","Mumbai: The M Pallonji Group , in partnership with Divya Sehgal of True North , has applied to the insurance regulator to start a general insurance company, three people aware of the matter told ET. If the application is approved by the Insurance Regulatory and Development Authority of India ( IRDAI ), M Pallonji Group will hold a majority stake of 51%, with additional investments from Federal Bank and several family offices. The group's promoters, Mehli Mistry and Pheroze Mistry, are cousins of the Shapoorji Mistry family. Mehli Mistry also serves as a trustee on Tata Trusts. The group has appointed Aditya Sharma, chief distribution officer at Bajaj Allianz General Insurance, as CEO of its proposed general insurance venture. The group did not respond to ET's request for comment, while Sehgal declined to comment. Sehgal is investing in his personal capacity, besides drawing firm commitments from a couple of other family offices. Live Events The venture, currently in the initial regulatory stages, will undergo IRDAI's R1, R2, and R3 approval process. The R1 stage evaluates business projections, board approvals, and financial commitments, while R2 defines share capital requirements. R3 is the final approval. The company is expected to launch with an initial investment of ₹200 crore, backed by six investors, according to one of the sources. M Pallonji Group has prior experience in the insurance sector as a long-term investor in PNB MetLife, where it holds nearly a 20% stake. The group intends to exit this investment only during an IPO. As of September 30, 2024, MetLife increased its stake in PNB MetLife to 48.91%, while PNB holds 30%. The remaining shares are divided among other investors, including M Pallonji Group. This marks a rare instance of an Indian conglomerate taking a majority stake in a general insurance venture, in contrast to recent entrants that have primarily been foreign investors or private equity firms. M Pallonji Group's businesses span various sectors, including painting, dredging, stevedoring, logistics, shipping, finance, investments, life insurance, automobile dealerships, and the manufacturing of speciality coatings. The general insurance industry has been growing in double digits over the past several years. In FY24, it expanded by 15.5% year-on-year, with the gross direct premium income (GDPI) reaching ₹2.79 lakh crore. ICRA projects the sector to grow by 32% to ₹3.7 lakh crore by FY26. Over the last decade, corporate-backed entrants in the insurance sector have been limited, with most recent approvals granted to private equity-led ventures such as GoDigit (backed by Fairfax) and Acko General Insurance. Kshema General Insurance, launched in recent years, focuses on crop insurance. IRDAI chairman Debasish Panda has emphasised the need for greater corporate participation to improve insurance penetration, which currently stands at just 1% of GDP. In the February budget, Finance Minister Nirmala Sitharaman announced an increase in the foreign direct investment cap in the insurance sector from 74% to 100% to support long-term capital inflows. The industry currently comprises 26 life insurers, 27 general insurers, seven standalone health insurers, one domestic reinsurer and 13 foreign reinsurers. It has grown at a 10% compounded annual growth rate (CAGR) over the past five years. In FY24, total premiums reached ₹11.23 lakh crore, with assets under management at ₹67.57 lakh crore. Insurance penetration was at 3.7%, and density at $95 - both significantly below the global averages of 7% and $889, respectively. (",article tag,,2025.0,March,ET,,"['Premium', 'IRDAI']",2
https://economictimes.indiatimes.com/news/india/pnb-metlife-unveils-aapka-aage-ka-plan-kya-hai-campaign-and-inspiring-thoughtful-retirement-planning-and-financial-security/articleshow/118606462.cms,PNB MetLife unveils “Aapka aage ka plan kya hai” campaign and Inspiring thoughtful retirement planning and financial security,"27 Feb, 2025, 07:00 PM IST","PNB MetLife India Insurance Company Limited has unveiled its latest campaign, “Aapka aage ka plan kya hai?”, aimed at inspiring individuals to take charge of their retirement planning with confidence. The campaign emphasizes the significance of early financial planning for Indians to enjoy their post-retirement years with independence and dignity. By asking “Aapka aage ka plan kya hai?” , the campaign encourages people to reflect on their aspirations and take proactive steps to secure their golden years. The campaign covers TV, print, outdoor, digital, Meta, YouTube, and radio for broad impact. At the heart of the campaign is the Grand Assured Income Plan (GAIN), an insurance solution designed to provide customers guaranteed annuity rate for a lifetime, ensuring financial security and peace of mind during retirement. (T&C apply) * Sourabh Lohtia, Chief Marketing & Communications Officer, PNB MetLife, said, “Retirement should be a time of fulfilment and not financial worry. We understand our customers’ aspirations, and ‘‘Aapka aage ka kya plan hai?” is their call to action. We’re here to help them plan for what’s next, from travel and new experiences to a financially secure retirement.” The campaign’s digital film brings this message to life through a conversation between two friends who, after a jog, sit on a park bench reflecting on life after retirement. One friend asks, “Tunay socha kabhi …ek din hum bhi retire ho jaayenge?” The other paints a vivid picture of his retirement dream - owning an apple orchard in Himachal’s Thanedar, employing locals, and starting a homemade jam business with global exports. PNB MetLife brand ambassador Smriti Mandhana emphasizes how such aspirations can be secured with the PNB MetLife Grand Assured Income Plan, which guarantees income for a lifetime and the flexibility to choose from five annuity options. The campaign also integrates an interactive 3D immersive experience through a QR code on print, TV, OTT and digital ads, allowing users to unlock a visual storytelling journey that reinforces the importance of financial planning. Check the 3D immersive experience: https://ar-preview.flamapp.ai/?sh=c5l1rf For more details on the PNB MetLife Grand Assured Income Plan, visit the official website- https://www.pnbmetlife.com/ or call 0120 65 45 8888. About PNB MetLife India Insurance Company Limited: PNB MetLife India Insurance Company Limited (PNB MetLife) is one of the leading life insurance companies in India that combines the financial strength of MetLife, Inc. with the credibility of PNB, one of the India's oldest nationalized banks. PNB MetLife’s positioning, Milkar Life Aage Badhaein, is demonstrated through its customer-centric innovations and employee empowerment practices. With a strong presence in 155 branches and access to customers in over 19,000 locations (as of November 30, 2024) through bank partnerships, PNB MetLife offers a comprehensive insurance solutions portfolio covering Child Education, Family Protection, Long-Term Saving and Retirement. The Company has a wide range of protection and retirement products available through its sales channel of over 28,000 financial advisors and multiple bank partners and caters to over 521 group relationships in India. For more information, follow us on: Facebook - www.facebook.com/PNBMetLife Instagram - https://www.instagram.com/pnb_metlife Visit - https://www.pnbmetlife.com/ Disclaimer: *The guaranteed benefits are dependent on the product terms & conditions along with other variable Disclaimer: Content Produced by PNB MetLife India Insurance Company Limited (",article tag,,2025.0,February,ET,,['Annuity'],1
https://economictimes.indiatimes.com/news/international/us/beware-of-scammers-offering-you-beyonces-cowboy-carter-tour-tickets-warns-ticketmaster/articleshow/118030347.cms,"Beware of scammers offering you Beyonce’s Cowboy Carter tour tickets, warns Ticketmaster","07 Feb, 2025, 10:39 PM IST","ANI Beyonce ’s fans have been eagerly waiting for her Cowboy Carter Tour , which is set to commence on April 28. In the midst of the excitement, the American ticket sales and distribution company Ticketmaster has issued a warning against potential scammers trying to sell illegitimate tickets . According to USA Today, Ticketmaster took to social media to report about the scenario, “Do not trust anyone trying to sell you tickets before they go on sale beginning Tuesday, 2/11. These are scammers trying to sell you fake tickets.” The first tickets are set to go on sale from February 11. Ticketmaster makes fans aware about ‘speculative listing’ On its blog, Ticketmaster talks about what is known as speculative listing, USA Today reports. Speculative listing happens when unofficial ticket sellers sell tickets without having any. They bet they will get tickets and then resell them to the fans. It is an illegal practice and considered fraud in many states. ""Speculative ticketing forces real fans to compete against resellers who are acquiring tickets to fulfill the speculations they made,"" read the blog. ""These resellers are actually preventing fans from getting tickets through a legitimate source like Ticketmaster."" Also Read : Mattel plans toy price hike to counter Donald Trump's tariffs – Here's what we know Live Events Fans’ reaction to the Ticketmaster warning The warning from Ticketmaster received widespread reaction from fans, with some calling out its sky-rocket high ticket prices and others reminding the company of the Department of Justice lawsuit. In May 2024, the Department of Justice sued Live Nation Entertainment Inc. and its subsidiary Ticketmaster for monopolization of markets across the live concert industry, as per USA Today. It stated that this monopolization harms fans, artists, venues and innovation. ""Are YOU going to fix the RIDICULOUS dynamic pricing to make the experience like other countries??"", an X user responded to the Ticketmaster warning. Beyonce’s Tour and the dates Beyonce, who has the record for most Grammy wins (32), is set to kick off her Cowboy Carter and the Rodeo Chitlin’ Circuit Tour at Los Angeles on April 28, with its conclusion on July 11 at Atlanta. Here is the list for tour stops as per USA Today: Los Angeles: SoFi Stadium, on April 28, May 1,4 and 7. Chicago: Soldier Field on May 15 and 17. New Jersey: MetLife Stadium on May 22, 24, 25 and 28. London: Tottenham Hotspur Stadium on June 5, 7, 10 and 12. Paris: Stade de France on June 19 and 21. Houston: NRG Stadium on June 28 and 29. Washington, D.C.: Northwest Stadium on July 4 and 7. Atlanta: Mercedes Benz Stadium on July 10 and 11. Getting Beyonce’s tour tickets General-sale tickets of the tour will be available for fans from February 14 at noon local time online on beyonce.com. The presale tickets will be available on February 11 noon through 11 am on February 12, local time. Also Read: Elon Musk's Tesla sees 11.5% sales drop in China as rival BYD races ahead At select markets internationally, there will also be sponsored presales, reports USA Today: U.S. - Citi Presale: Citi cardmembers can get presale tickets from February 12 noon through February 13 through the Citi Entertainment program. U.S. - Verizon Up Presale: Verizon customers can get the presale tickets from noon local time February 12 until February 13. U.K. + France - Mastercard Presale: Mastercard holders can get access to the presale tickets in London and Paris from noon local time February 12 through February 13. FAQs: Q1. How many Grammys has Beyonce won? A. Beyonce has won 32 Grammys, which is a record. Q2. What is Ticketmaster? A. Ticketmaster is an American company which indulges in sales and distribution of tickets. (",article tag,,2025.0,February,ET,,[],0
https://economictimes.indiatimes.com/news/international/us/beyonc-celebrates-cowboy-carter-grammy-win-with-metlife-shows/articleshow/117894540.cms,Beyoncé Celebrates ‘Cowboy Carter’ Grammy Win with MetLife Shows,"04 Feb, 2025, 12:11 AM IST","AP Grammy 2025 for Album of the Year goes to Beyonce! Her album, Cowboy Carter Tour , the highly anticipated album got everyone thrilled to fill in the already legendary career. With this win, Beyoncé’s hard work and artistry were recognized once again, making her one of the most influential artists of this generation. Acknowledging her journey, the work of her collaborators, and her growing legacy, Beyoncé now embarks on her Cowboy Carter Tour. She took home multiple awards, including the highly coveted Album of the Year. This win was a significant moment in her career, considering the many years she committed to perfecting her craft. As per the Hollywood Reporter , while accepting her Grammy, Beyoncé shared a heartfelt message. “I just feel very full and very honored. It’s been many, many years,” she said. Her gratitude was evident as she continued, “I just wanna thank the Grammys, every songwriter, every collaborator, every producer, all of the hard work. I want to dedicate this to Ms. [Linda] Martell, and I hope we just keep pushing forward, opening doors. God bless y’all. Thank you so much.” Also Read : Were Kanye West and Bianca Censori asked to leave the 2025 Grammys? Here’s the truth Live Events Beyoncé is set to redefine the boundaries of music and performance as she announces the tour. Fans are excited to witness the monumental event, after her track record of delivering groundbreaking shows. She will be performing her latest hits and fan favorites, all while celebrating her recent achievements. What is the Schedule for the Cowboy Carter Tour 2025? The Cowboy Carter Tour is set to redefine the global stage. The tour schedule spans across multiple cities. Here is Beyoncé’s tour schedule 2025: April 28 at SoFi Stadium in Los Angeles, CA May 1 at SoFi Stadium in Los Angeles, CA May 4 at SoFi Stadium in Los Angeles, CA May 7 at SoFi Stadium in Los Angeles, CA May 15 at Soldier Field in Chicago, IL May 17 at Soldier Field in Chicago, IL May 22 at MetLife Stadium in East Rutherford, NJ May 24 at MetLife Stadium in East Rutherford, NJ May 25 at MetLife Stadium in East Rutherford, NJ May 28 at MetLife Stadium in East Rutherford, NJ June 5 at Tottenham Hotspur Stadium in London, GB June 7 at Tottenham Hotspur Stadium in London, GB June 10 at Tottenham Hotspur Stadium in London, GB June 12 at Tottenham Hotspur Stadium in London, GB June 19 at Stade de France in Paris, FR June 21 at Stade de France in Paris, FR June 28 at NRG Stadium in Houston, TX June 29 at NRG Stadium in Houston, TX July 4 at Northwest Stadium in Washington, D.C. July 7 at Northwest Stadium in Washington, D.C. July 10 at Mercedes-Benz Stadium in Atlanta, GA July 11 at Mercedes-Benz Stadium in Atlanta, GA What Would Beyoncé Tour Contain? Fan Frenzy and Ticket Sales As always, anticipation for this tour is immense, and Beyoncé’s Grammy win has stoked the flames of anticipation. The Cowboy Carter Tour is going to be a promising setlist, combining tracks from Beyoncé's Grammy-winning album and some of her iconic hits. Energetic performances, amazing choreography, and stunning visuals will combine to wow fans, ensuring an unforgettable night. Tickets for the Cowboy Carter Tour will go on sale soon! There are always pre-sales expected that may begin in the coming weeks. As the tickets sell out fast for every Beyonce’s tour, fans are taking to social media to express their excitement about Beyoncé's live performances. Also Read : Why Crypto is falling sharply: What triggered Bitcoin, Ethereum, Solana, and XRP sell-off? This will not only celebrate Beyonce’s talent and achievements but also show how she has shaped the music world. For fans who have been following her journey for years, this tour promises to be an unforgettable celebration of everything that makes Queen bee an icon. FAQs 1. When do tickets for Beyoncé’s Cowboy Carter Tour go on sale? The exact dates for availability of tickets for Beyoncé’s Cowboy Carter Tour are to be announced soon. Pre-sales might begin in the coming weeks. Fans are advised to stay updated by following official tour announcements and subscribing to email lists to get early access. 2. What cities will Beyoncé visit on her Cowboy Carter Tour ? Tour Start: Beyoncé's Cowboy Carter Tour kicks off in March 2025. US Dates: The tour begins with several shows in major US cities. It includes two performances at MetLife Stadium in New Jersey. International Dates: Following the US leg, the tour will go international. City Details: Specific city and venue information for the international dates will be released along with the tour's launch dates. (",article tag,,2025.0,February,ET,,[],0
https://economictimes.indiatimes.com/industry/banking/finance/insure/india-post-payments-bank-and-pnb-metlife-partner-to-expand-life-insurance-access-nation-wide/articleshow/117729050.cms,India Post Payments Bank and PNB MetLife partner to expand life insurance access nation wide,"30 Jan, 2025, 01:47 PM IST","ANI India Post Payments Bank ( IPPB ) and PNB MetLife India Insurance Company Limited (PNB MetLife) entered into a strategic bancassurance alliance to extend access to life insurance solutions for millions of individuals nationwide. Under the collaboration, according to a release, PNB MetLife's life insurance products , combined with IPPB's network of 650 banking outlets and 110 million customers, will make life insurance accessible to every household in India. This partnership aims to help customers achieve their dreams while promoting financial inclusion across the country, the release added. Reacting to the development, R. Viswesvaran, MD and CEO of India Post Payments Bank, remarked, ""India Post Payments Bank was founded on the principle of delivering inclusive financial services across the nation. Partnering with PNB MetLife allows us to advance this mission by offering our customers a broader range of life insurance products tailored to their needs. Together, we are building a stronger ecosystem for financial security for our customers."" The release said that PNB MetLife and IPPB will work together to give more families in India more protection by creating a strong environment for life insurance adoption and awareness. Live Events Sameer Bansal, MD and CEO of PNB MetLife, stated, ""Partnering with India Post Payments Banks is more than a business collaboration--it is a shared commitment to making life insurance accessible to all Indians. This partnership reflects our belief that insurance is not merely a product but a promise of security and resilience for families. Together, we aim to take meaningful steps toward achieving financial inclusion for all, staying true to the spirit of 'Milkar Life Aage Badhaein'."" India Post Payments Bank (IPPB) has been established under the Department of Posts, Ministry of Communication with 100 per cent equity owned by Government of India. IPPB was launched on September 1, 2018. The fundamental mandate of India Post Payments Bank is to remove barriers for the unbanked and underbanked and reach the last mile leveraging the Postal network comprising 1,63,000+ Post Offices (1,43,000 in rural areas) and 190,000+ Postal employees. PNB MetLife India Insurance Company Limited (PNB MetLife) is one of the major life insurance companies in India that combines the financial strength of MetLife, Inc. with the credibility of PNB, one of the India's oldest nationalized banks. With a strong presence in 155 branches and access to customers in over 19,000 locations (as of November 30, 2024) through bank partnerships, PNB MetLife offers a comprehensive product portfolio covering Child Education, Family Protection, Long-Term Saving and Retirement. The Company has a wide range of protection and retirement products available through its sales channel of over 28,000 financial advisors and multiple bank partners and caters to over 521 group relationships in India. (",article tag,,2025.0,January,ET,,[],0
